Gene_ID	P09	P08	P07	P06	P05	P03	N11	N10	N04	N03	N02	N01	blast_hit_description	KEEG_ortholog_ID
SSCG00000000193	13.66801385	13.65410746	19.97014534	14.66716398	11.25400364	10.68730456	25.12210604	4.13169228	8.481689841	7.417038531	4.348752867	13.38148618	658882339:PREDICTED: collagen alpha-1(XXVI) chain-like isoform X2 [Poecilia reticulata]	
SSCG00000000196	7.898319482	5.801227004	6.656715113	16.4088897	13.24633921	6.749876565	3.710341815	4.831979108	2.275575323	1.042063265	3.416877252	3.699950095	657552728:PREDICTED: protein jagged-1b-like [Stegastes partitus]	K06052
SSCG00000000197	40.49989351	57.65853669	43.2275574	31.90108165	41.89289394	40.82068208	101.1068145	80.2528704	107.020997	60.13318015	115.9874515	96.63036332	742083128:PREDICTED: glutaminyl-peptide cyclotransferase-like protein [Esox lucius]	K00683
SSCG00000000199	85.36907014	92.39515204	150.9677242	95.42823564	155.4021747	183.2109353	83.32809327	71.14914164	96.95330014	87.34942071	72.12717255	77.82228367	734597900:PREDICTED: inositol-trisphosphate 3-kise C [Larimichthys crocea]	K00911
SSCG00000000200	140.6012901	112.1334732	115.136517	274.825985	84.32425695	130.1761909	47.15226057	62.11544157	32.68553646	35.98183155	96.54231364	55.68424893	831576156:PREDICTED: latexin isoform X3 [Fundulus heteroclitus]	
SSCG00000000201	87.04956365	92.46589871	98.86454668	62.15210736	94.66286316	71.11477095	75.98470843	88.02605418	87.57517153	94.88905492	73.1211732	98.41867253	808883749:Sigl-induced proliferation-associated 1-like protein 3 [Larimichthys crocea]	K17703
SSCG00000000202	56.68864763	52.63552306	73.30604791	60.59372119	76.46260847	76.98073511	84.48757509	65.75693307	70.61179185	81.58742384	58.64603866	67.09242839	584000709:PREDICTED: tubulin-folding cofactor B-like isoform X1 [Neolamprologus brichardi]	K17262
SSCG00000000204	11.03524069	11.390214	10.84798018	8.433619288	15.23867479	10.28552619	10.20343999	11.69479001	10.41248102	17.28599063	9.505131266	14.55313704	554839204:PREDICTED: uncharacterized protein C19orf47 homolog isoform X1 [Haplochromis burtoni]	
SSCG00000000205	21.84641559	24.33685475	27.5308588	26.67590449	39.20054857	34.87436225	40.58186361	22.61926452	27.99647216	25.07081619	25.40914175	34.53286755	410909846:PREDICTED: U1 small nuclear ribonucleoprotein A [Takifugu rubripes]	K11091
SSCG00000000206	206.1965533	180.8284905	166.8287862	114.5872186	92.7243745	94.33756056	161.6317653	170.0996703	173.4264224	171.9404387	225.8866489	164.6477792	734597962:PREDICTED: calpain-1 catalytic subunit-like [Larimichthys crocea]	K03853
SSCG00000000207	3.473019914	3.891066893	5.013081752	1.466716398	32.36199133	130.9797476	93.14503933	4.411807011	5.309675754	20.2282869	3.91387758	2.774962571	768931987:PREDICTED: protein fosB [Takifugu rubripes]	K09029
SSCG00000000208	182.3895619	200.708305	205.2076252	193.8815738	172.2024098	211.4961324	170.8303211	172.2705595	196.0442619	166.852718	165.0662338	199.1806468	542245155:PREDICTED: B-cell lymphoma/leukemia 11B-like [Oreochromis niloticus]	
SSCG00000000209	57.30482858	70.60517744	67.88205782	49.41000865	89.22432552	51.58834232	63.61690238	61.97538421	61.99218835	72.82183285	57.652038	71.347371	657572534:PREDICTED: cleft lip and palate transmembrane protein 1 [Stegastes partitus]	
SSCG00000000210	21.95844849	20.51653453	20.79196202	21.63406687	29.66964596	25.79417116	21.95285574	27.73135836	20.34226425	34.81717261	21.37101409	26.08464817	808883754:Transcription factor RelB [Larimichthys crocea]	K09253
SSCG00000000211	18.93356018	23.70013471	23.99704707	18.2422852	48.03144138	26.99950626	39.26778421	17.57719936	29.65143603	17.7150755	26.21676728	24.48133646	657572522:PREDICTED: ribonucleoside-diphosphate reductase large subunit [Stegastes partitus]	K10807
SSCG00000000212	16.86095152	19.95056116	15.77888027	9.350317036	12.54632942	9.160546767	22.33934968	21.42877691	21.51453033	18.45064957	28.95026908	15.47812456	734597936:PREDICTED: homeobox protein SIX5-like [Larimichthys crocea]	
SSCG00000000213	10.02694459	8.843333848	12.90252189	12.00874051	16.63869438	6.428453871	13.91378181	10.29421636	12.82597	13.7920138	7.517129955	10.54485777	808883748:Mitogen-activated protein kise kise kise 10 [Larimichthys crocea]	K04418
SSCG00000000214	4.425299568	6.154960358	2.794176714	4.125139869	5.169303108	6.830232238	8.734763024	6.302581445	5.585503066	5.639401197	8.324755488	8.263221879	734597902:PREDICTED: UPF0692 protein C19orf54 homolog, partial [Larimichthys crocea]	
SSCG00000000215	10.13897749	15.56426757	10.51925351	11.09204276	25.90036245	8.919479747	8.580165448	10.64435977	12.0674449	14.52758787	9.008130938	17.38976545	734597894:PREDICTED: elongation factor G, mitochondrial isoform X1 [Larimichthys crocea]	K02355
SSCG00000000217	51.81521646	65.01619045	83.66093809	18.70063407	71.99331516	44.67775441	24.19452059	64.07624469	16.13589775	18.02156469	8.821755815	28.92127658	831512329:PREDICTED: protein-glutamine gamma-glutamyltransferase 6-like, partial [Fundulus heteroclitus]	
SSCG00000000218	3.304970563	5.235253638	15.9432436	7.516921539	11.20015673	5.142763097	3.169250301	7.21295432	5.240718926	4.78123145	4.970003276	5.734922647	908555587:PREDICTED: uncharacterized protein LOC102081525 [Oreochromis niloticus]	
SSCG00000000219	68.22803637	92.18291203	90.39983487	111.3787765	103.1168276	81.2395858	53.18156602	147.6204632	61.8542747	67.97930356	47.21503112	117.4117497	808858457:HERV-H LTR-associating protein 2 [Larimichthys crocea]	
SSCG00000000220	5.713677923	1.273440074	1.150543353	10.35868456	3.06927372	3.937427996	5.565512723	9.033700071	4.482193819	0.919467586	1.92587627	6.351580997	938074213:apolipoprotein D-like, partial [Scleropages formosus]	
SSCG00000000222	19.43770823	10.68274729	14.54615525	9.075307712	13.24633921	7.794500319	14.22297696	8.543499292	11.30891979	15.26316194	9.008130938	6.659910171	908551458:PREDICTED: disco-interacting protein 2 homolog C-like isoform X2 [Oreochromis niloticus]	
SSCG00000000223	8.066368832	9.833787239	8.875620151	11.64206141	9.153974253	7.633788972	9.816946053	9.033700071	8.964387637	8.581697474	9.194506061	9.249875238	657588993:PREDICTED: E3 ubiquitin-protein ligase MSL2-like [Stegastes partitus]	K13164
SSCG00000000224	8.290434633	6.650187054	6.410170109	9.533656586	7.323179403	7.714144646	6.802293328	6.512667493	5.516546238	14.03720515	6.771629464	8.263221879	499047915:PREDICTED: pyruvate dehydrogese E1 component subunit alpha, somatic form, mitochondrial isoform X1 [Maylandia zebra]	K00161
SSCG00000000229	27.50407706	28.0864283	32.46175888	27.31759291	41.30057795	34.15116119	25.43130119	28.64173123	27.03107657	26.54196433	24.22876597	25.52965566	736162098:PREDICTED: cell cycle control protein 50A-like [Notothenia coriiceps]	
SSCG00000000230	4.481316018	2.759120161	5.670535096	5.591856267	2.04618248	3.937427996	2.241664847	4.481835694	2.206618495	1.164658943	6.958004587	2.528299232	941776313:PREDICTED: collagen alpha-1(VIII) chain [Xiphophorus maculatus]	
SSCG00000000231	63.3546052	80.93419138	89.98892653	93.59484014	81.20113632	66.77556459	67.17264662	83.68427585	76.81790637	64.17883753	74.36367402	119.6933856	657590299:PREDICTED: protein TFG isoform X1 [Stegastes partitus]	K09292
SSCG00000000233	236.0533212	151.6101155	166.5822412	276.0176921	153.0329108	253.1203712	113.5519193	139.7772507	211.5595482	89.80133428	76.22742525	54.32760056	657587849:PREDICTED: filamin A-interacting protein 1-like [Stegastes partitus]	
SSCG00000000234	78.75912902	82.98584483	65.99187945	93.50317036	74.14719145	76.73966809	56.81460905	59.45435163	50.20057077	42.05031762	80.88680332	59.01420402	808869871:Discoidin, CUB and LCCL domain-containing protein 2 [Larimichthys crocea]	
SSCG00000000235	153.3170243	52.63552306	94.91982661	82.68613693	86.58582706	46.76700191	30.06922846	19.25788775	64.06089319	316.2355519	42.74202817	21.76803973	929259749:PREDICTED: target of Nesh-SH3-like isoform X8 [Salmo salar]	
SSCG00000000237	57.30482858	62.25707029	65.17006277	48.30997135	67.63171566	80.67709609	82.32320903	65.75693307	79.71409314	60.86875422	59.64003931	77.32895699	736298561:PREDICTED: histidine--tR ligase, cytoplasmic isoform X1 [Notothenia coriiceps]	K01892
SSCG00000000238	29.35261992	31.83600185	27.20213213	33.82614693	34.62356144	30.69586724	28.36865513	34.80425531	34.47841399	36.96259698	34.54152277	35.21119174	657581137:PREDICTED: palmitoyltransferase ZDHHC21 [Stegastes partitus]	K18932
SSCG00000000239	121.1075654	123.8774205	125.4914071	128.6126941	87.12429613	65.48987381	101.1068145	132.6343251	120.1227943	121.0632322	117.5405775	128.881595	657590897:PREDICTED: non-lysosomal glucosylceramidase [Stegastes partitus]	K17108
SSCG00000000240	94.38771863	111.2845131	110.3699802	83.5111649	105.0553163	82.76634359	95.54130175	75.7710347	119.9848807	88.02369694	104.8049441	103.475271	736178531:PREDICTED: serine/threonine-protein kise MARK2 isoform X11 [Notothenia coriiceps]	K08798
SSCG00000000241	39.32354806	47.18802941	47.25445914	38.77631477	58.4238945	30.45480022	42.90082724	61.13504001	44.89089501	53.94209841	39.38727596	51.42930632	548438603:PREDICTED: stromal interaction molecule 2 isoform X2 [Pundamilia nyererei]	K18196
SSCG00000000242	45.42934113	48.95669618	44.78900909	58.85199546	42.53905682	45.72237816	37.48991209	48.17973371	40.33974437	41.8664241	51.31528383	50.75098214	928062864:PREDICTED: RAB6A-GEF complex partner protein 2 [Austrofundulus limeus]	
SSCG00000000243	170.4020416	175.0980102	144.3931908	194.5232623	120.9940009	84.61452408	91.28986842	113.0262939	102.8146305	148.585962	108.9673218	113.5268021		
SSCG00000000244	10.13897749	12.66365407	12.32725021	4.766828293	15.83099077	6.589165218	16.85113575	8.263384561	15.37737264	8.275208278	13.66750901	11.8398403		
SSCG00000000245	56.91271343	46.69280272	52.84281256	65.54388903	41.24673105	43.793842	36.56232664	44.25812748	40.89139899	43.70535928	47.15290608	44.64606448	542171606:PREDICTED: nitric oxide-associated protein 1 [Oreochromis niloticus]	K19832
SSCG00000000247	14.73232641	17.96965438	14.71051858	11.73373118	21.9156913	15.34793362	28.83244786	18.41754356	18.27355941	14.28239651	11.80375778	26.08464817	930763500:PREDICTED: fatty-acid amide hydrolase 2 [Haplochromis burtoni]	K19176
SSCG00000000248	38.20321905	29.14762836	30.32503552	47.57661316	36.07742794	36.96360976	51.63559027	34.0339398	45.44254964	32.97823743	31.18677056	32.80622418	657592662:PREDICTED: transforming growth factor-beta-induced protein ig-h3 isoform X1 [Stegastes partitus]	K19519
SSCG00000000249	3.529036364	7.923627128	3.451630059	1.925065272	3.446202072	2.732092895	3.246549089	2.591061261	4.068452851	2.69710492	4.038127662	4.809935124	642113550:unmed protein product [Oncorhynchus mykiss]	K09169
SSCG00000000250	4.145217317	5.659733663	5.917080101	2.750093246	3.715436609	4.178495016	2.937353937	3.221319405	6.068200862	3.493976829	3.976002621	4.378274279	657581150:PREDICTED: nuclear factor 1 B-type [Stegastes partitus]	K09169
SSCG00000000251	144.9705732	112.4164599	140.4484707	255.3919928	111.3015575	205.7908796	149.3412581	75.21080524	94.4018975	167.0366115	67.09504423	79.67225871	657594824:PREDICTED: insulin-like growth factor-binding protein 7 [Stegastes partitus]	
SSCG00000000252	32.82563983	33.67541529	38.70756566	32.17609098	26.06190317	34.15116119	24.1172218	30.25239093	22.89366689	23.59966805	32.42927138	15.78645374	808875415:Choline transporter-like protein 1 [Larimichthys crocea]	K06515
SSCG00000000253	1.288378355	2.122400124	1.397088357	0.641688424	3.123120628	1.928536161	4.560628482	2.170889164	2.275575323	1.716339495	1.30462586	2.589965067	348520211:PREDICTED: fatty-acid amide hydrolase 2 [Oreochromis niloticus]	
SSCG00000000254	9.634829439	8.631093836	13.14906689	18.51729452	6.946251051	12.45512938	9.430452114	13.7956505	10.3435242	10.9723132	12.42500819	12.39483282		
SSCG00000000255	4.033184416	4.174053576	4.273446739	4.675158518	2.692345369	2.973159916	4.019536967	3.221319405	3.378884571	4.903827128	4.907878235	3.823281765	928072635:PREDICTED: RE1-silencing transcription factor [Austrofundulus limeus]	K09222
SSCG00000000256	122.9561082	66.50187054	76.59331463	126.6876289	59.55467955	50.94549693	50.63070602	61.69526948	49.85578663	51.61278052	56.34741214	44.09107197	657585432:PREDICTED: arf-GAP with Rho-GAP domain, ANK repeat and PH domain-containing protein 3 isoform X3 [Stegastes partitus]	K12490
SSCG00000000257	15.01240866	16.20098761	9.697436831	14.66716398	10.17706549	11.33014995	11.67211696	11.27461792	7.17151011	10.29803697	12.67350835	9.558204412	657554310:PREDICTED: dual specificity testis-specific protein kise 2-like [Stegastes partitus]	K08841
SSCG00000000258	60.32971689	73.08131092	63.85515608	67.1022752	74.03949764	56.40968272	61.45253632	58.3338927	61.50949056	62.33990236	67.71629464	77.82228367	734649969:PREDICTED: D-directed R polymerase II subunit RPB2 [Larimichthys crocea]	K03010
SSCG00000000259	56.12848313	51.78656301	55.63698928	80.02771346	36.93897846	59.38284264	50.01231572	53.5019136	49.02830469	60.37837151	61.56591558	59.5075307	808875416:TBC1 domain family member 2A [Larimichthys crocea]	K20165
SSCG00000000260	27.44806061	19.38458779	18.73742032	19.7090016	11.57708509	15.18722227	11.20832423	12.60516289	12.41222904	16.48911872	14.35088446	20.71972053	929102873:PREDICTED: negative elongation factor A [Salmo salar]	K15179
SSCG00000000261	48.00609784	71.24189748	73.30604791	78.74433661	89.92433531	63.15955929	58.12868844	73.95028895	44.27028356	63.44326347	109.277947	50.07265795	734642795:PREDICTED: ATP-binding cassette sub-family A member 1-like [Larimichthys crocea]	K05641
SSCG00000000262	91.02673161	84.47152492	84.48275477	96.52827293	111.8938735	87.587684	98.24675932	98.67041395	96.47060234	97.34096849	99.2136904	91.08043817	974059761:PREDICTED: beta-1,4-galactosyltransferase 1 [Cyprinodon variegatus]	K07966
SSCG00000000263	1.512444156	1.202693403	0.164363336	0.641688424	0.161540722	1.285690774	0.541091515	0.420172096	1.241222904	0.429084874	1.428875942	0.801655854	657596472:PREDICTED: probable pancreatic secretory proteise inhibitor [Stegastes partitus]	
SSCG00000000264	6.946039828	5.659733663	4.355628407	9.350317036	7.000097958	8.99983542	6.415799389	5.322179887	4.689064303	6.007188232	5.094253358	5.981585987	348540375:PREDICTED: pre-rR-processing protein TSR2 homolog [Oreochromis niloticus]	K14800
SSCG00000000265	1.344394805	1.344186745	3.369448391	1.558386173	4.253905682	1.848180488	0.772987878	0.140057365	3.172014087	1.777637334	1.98800131	7.27656852	657592673:PREDICTED: PCTP-like protein [Stegastes partitus]	
SSCG00000000266	2.240658009	3.466586868	4.519991743	5.500186492	3.984671146	5.303474444	1.314079393	2.801147309	2.137661667	2.574509242	4.038127662	2.466633397		
SSCG00000000269	114.9457559	154.2277423	134.942299	107.1619668	88.90124407	141.5866965	135.0409823	138.5867631	139.7065335	145.7662614	165.4389841	119.9400489	657542701:PREDICTED: solute carrier family 12 member 7-like isoform X2 [Stegastes partitus]	K13627
SSCG00000000273	45.42934113	50.79610962	39.52938234	61.96876781	43.02367899	38.81179025	44.60140057	57.35349115	33.44406157	44.50223118	48.20903178	37.12283262	657542689:PREDICTED: E3 ubiquitin-protein ligase MARCH6-like [Stegastes partitus]	
SSCG00000000275	28.12025801	39.83037565	31.80430554	38.50130544	39.90055836	39.29392429	34.32066179	26.12069865	47.78708179	37.39168185	28.01839347	51.42930632	657561914:PREDICTED: uroporphyrinogen decarboxylase [Stegastes partitus]	K01599
SSCG00000000277	2.688789611	3.042106844	3.040721718	3.941800319	5.492384552	4.25885069	5.024421208	3.221319405	3.378884571	4.106955219	4.473002949	5.241595968	734629064:PREDICTED: protein FAM173B-like [Larimichthys crocea]	
SSCG00000000279	5.881727274	7.145413749	6.903260117	10.54202411	6.461628885	5.142763097	8.348269085	12.11496211	3.861582367	5.026422806	5.529128645	10.79152111	47216608:unmed protein product [Tetraodon nigroviridis]	K08755
SSCG00000000280	10.30702684	12.02693403	11.8341602	5.683526042	9.315514975	10.20517052	13.83648302	12.74522025	13.17075414	10.54322832	16.52526089	9.003211898	410924233:PREDICTED: zinc finger SWIM domain-containing protein 5 [Takifugu rubripes]	
SSCG00000000281	42.62851862	66.07739051	48.07627582	40.51804049	56.80848728	59.46319831	74.51603146	80.81309986	64.40567733	59.02981905	63.42966681	84.05053299	584016106:PREDICTED: elongation of very long chain fatty acids protein 4-like [Neolamprologus brichardi]	K10249
SSCG00000000285	46.49365369	59.63944347	58.02025765	46.10989676	57.34695635	42.50815122	39.42238179	50.98088102	49.57995932	45.78948581	48.45753194	57.59588981	734635563:PREDICTED: transmembrane protein 8A [Larimichthys crocea]	
SSCG00000000286	36.4667091	22.14370796	26.54467878	40.88471959	14.48481808	29.97266618	15.61435514	18.69765829	21.4455735	21.88332856	27.76989331	15.04646372	734635557:PREDICTED: lipid phosphate phosphohydrolase 3-like isoform X1 [Larimichthys crocea]	K01080
SSCG00000000288	0.05601645	0	1.807996697	0.091669775	0.053846907	0.080355673	0.463792727	5.112093838	0.551654624	4.106955219	5.032128317	0.801655854	974062441:PREDICTED: uncharacterized protein LOC107083613 [Cyprinodon variegatus]	K17698
SSCG00000000289	2.57675671	3.961813564	2.711995046	1.100037298	3.823130423	9.080191093	1.545975756	5.462237252	1.792877527	4.04565738	0.68337545	1.233316698	768952113:PREDICTED: disabled homolog 1-like [Takifugu rubripes]	K20054
SSCG00000000290	19.60575758	19.95056116	9.697436831	9.716996136	9.584749512	7.714144646	11.13102545	11.62476133	12.55014269	16.6117144	15.84188544	10.35986027	657522706:PREDICTED: TSC22 domain family protein 2-like isoform X1 [Stegastes partitus]	
SSCG00000000294	29.12855412	32.96794859	27.5308588	29.05931863	30.04657431	35.27614062	40.04077209	41.80712358	45.02880867	48.05750585	63.74029202	69.49739595	734609514:PREDICTED: deoxyribodipyrimidine photo-lyase-like [Larimichthys crocea]	K01669
